Video Link,Primary Tag,Secondary Tag,Description,Rating
https://www.youtube.com/watch?v=7RYH2fqK8eE,irrelevant,Nature & Environment,1 minute video of relaxing water running,
https://www.youtube.com/watch?v=y7GxO2N-z2E,irrelevant,Fashion,"ad for eyewear, shows people in eye shop, woman cycling w sunglasses",
https://www.youtube.com/watch?v=iiB0m3tADRU,irrelevant,Software,"ad for audiobook app, shows people using it w headphones in diff scenarios",
https://www.youtube.com/watch?v=u6B18MxmzlA,irrelevant,Home and Lifestyle,"ad fro ikea fruniture, shows a female salepreson showing office furntiture to a man",
https://www.youtube.com/watch?v=q2YOb6K1qMY,irrelevant,Software,"ad for zendesk crm, tesimonial by someone at linkedin",
https://www.youtube.com/watch?v=CiRQ3tOaIxA,irrelevant,Software,"ad for ecommerce site, shows woman clicking on a skateboard ",
https://www.youtube.com/watch?v=62fhnp6Ywug,irrelevant,Tech & Gadgets,"ad for speaker, shows entire design",
https://www.youtube.com/watch?v=RCSC2jGDBos,irrelevant,Finance & Legal,ad where a woman explains legal terms and conditions,
https://www.youtube.com/watch?v=schg8G9kVaI,irrelevant,Travel & Adventure,"ad for the city of busan, expo happenign there, shows a girl and boy happily exploring the city",
https://www.youtube.com/watch?v=XC4vIvBBRls,irrelevant,Business & Entrepreneurship,ad for printing company w various printing options,
https://www.youtube.com/watch?v=OmmNhuT2n8Q,child directed,Toys,"ad for dolls where girls are dressing up a collection of dolls, play together at the end",
https://www.youtube.com/watch?v=CBbhJUUxRKw,child directed,Toys,"ad for toy characters, dolls, nanimals that are shown in collection",
https://www.youtube.com/watch?v=foFeXhEc0wI,irrelevant,Home and Lifestyle,ad where a woman promotes certain decoration and interior design in french language,
https://www.youtube.com/watch?v=Fzf6BSbINPQ,irrelevant,Software,"ad for dile format manipulation APIs, shows file types ",
https://www.youtube.com/watch?v=WW4OV5xlLtA,irrelevant,Nature & Environment,relaxation video shot in nature of british columbia,
https://www.youtube.com/watch?v=nOxZiav_pv8,child directed,Educational Content,"ad for math game, walk through with animated characters",
https://www.youtube.com/watch?v=zTIdVh7t2W4,child directed,Toys,ad for marvel spiderman tiny figurines ,
https://www.youtube.com/watch?v=kWgpgGMM5Zw,irrelevant,Education & Learning,"ad for sports management, showing male athletes playing sports and features of the course. study",
https://www.youtube.com/watch?v=L62faWn-sa8,irrelevant,Travel & Adventure,ad showing various people paragliding through diff regions,
https://www.youtube.com/watch?v=2BE3xMLNfUM,irrelevant,Sports & Athletics,ad shwoing 2 people cruclinh cross country in mountainous terrain,
https://www.youtube.com/watch?v=TiW4Pg2uakk,irrelevant,Autos & Vehicles,"ad for the selling a car on cargurus, shows a woman selling a blue car to a man",
https://www.youtube.com/watch?v=qAVeB0Z8rvM,irrelevant,Music & Performance,"ad for concert, shows intense rock and roll type bands performing",
https://www.youtube.com/watch?v=Oo43l0fMcAg,irrelevant,Parenting & Family,"ad for baby stroller, shows dad taking child around town",
https://www.youtube.com/watch?v=1_FURuXWcMg,irrelevant,Gaming & Entertainment,Nerf gun ad. Depicts teenagers as target audience.,
https://www.youtube.com/watch?v=WG5bVsbROz4,irrelevant,Software,"ad for adobe acrobat pdf manager but features home accidents, wrong drill, chandelier falling etc",
https://www.youtube.com/watch?v=yBuNDyga8xw,irrelevant,Software,"shows ad about ecoasia, an ad about a search engine that plants trees for searches. ad shows global reach and how they go about their business",
https://www.youtube.com/watch?v=aigl0HZO49g,child directed,Educational Content,"shows an ad for an interactive animated platform for learning that is gamified, shows all characters and storyline",
https://www.youtube.com/watch?v=wB0D4KI5Qxo,irrelevant,Tech & Gadgets,"ad showinf redmi phone, and price in installations",
https://www.youtube.com/watch?v=-xHou2dIbY0,irrelevant,Software,ad showing an openstack cloud service with listed features,
https://www.youtube.com/watch?v=aIdykBglBpo,irrelevant,Education & Learning,ad for a design school showcasing the difference skills or design methods learnt,
https://www.youtube.com/watch?v=j55oJ8NHXlw,irrelevant,Autos & Vehicles,ad for tires that shows high speed f1 cars racing,
https://www.youtube.com/watch?v=I8dvguGONfE,child directed,Toys,ad for polly pocket showing entire toy set and its use,
https://www.youtube.com/watch?v=5oaHDxK3MBo,irrelevant,Business & Entrepreneurship,ad for a workplace report to download that will drive productivity ,
https://www.youtube.com/watch?v=iqr7NYQEvYI,irrelevant,Health and Wellness,ad that shows people meditating (for wellness),
https://www.youtube.com/watch?v=OtznsUupZJM,irrelevant,Home and Lifestyle,ad for a bbq grill showing various parts of outdoor grill w someone cooking,
https://www.youtube.com/watch?v=GnymbIhPyxM,child directed,Toys,"ad for elasikorps small figurine toys, showing them in action being used",
https://www.youtube.com/watch?v=rP4Y3aEVGSw,irrelevant,Sports & Athletics,"ad showinf nike logo and products like football, bottle and jogger",
https://www.youtube.com/watch?v=PU15DpAwgj8,child directed,Cartoons,peppa pig complete episodes,
https://www.youtube.com/watch?v=n-HVLwVTbgY,irrelevant,Machinery,ad for cnc machined and fabricated sheet metal components,
https://www.youtube.com/watch?v=W4KpKRAt89E,irrelevant,Fashion,"ad for uniqo clothing showing female model modelling several outfits, labelled for kids but not actually",
https://www.youtube.com/watch?v=ynFF7R1da8w,irrelevant,Fashion,ad for clothing showing male and female model modelling several outfits,
https://www.youtube.com/watch?v=_m8EwrVwzLo,irrelevant,Software,"ad for a database management software, shows physical activity",
https://www.youtube.com/watch?v=r2SJZir8zis,irrelevant,Software,"ad for google ads, telling value prop in french",
https://www.youtube.com/watch?v=C4eImvXoQ78,irrelevant,Sports & Athletics,"skateboard ad showing types plus offer to get free shirt, generally a teen sport",
https://www.youtube.com/watch?v=6Dz0NB7XcN8,irrelevant,Tech & Gadgets,ad showing parts of speaker,
https://www.youtube.com/watch?v=LvooQvrOxys,irrelevant,Software,ad for a data management tool w a person's testimonial on technical imp of software,
https://www.youtube.com/watch?v=7Q4Gy9lyS08,irrelevant,Fashion,ad for clothing showing male and female model modelling several outfits,
https://www.youtube.com/watch?v=3yrHQfIgkUg,irrelevant,Fashion,"ad for jewellery, showing multiple types of necklace pendants",
https://www.youtube.com/watch?v=O0lMj_ur4mA,child directed,Cartoons,ad for disney w montage of popular cartoons,
https://www.youtube.com/watch?v=7uQFFSIWLQE,irrelevant,Software,"ad is for kids version of photoshop, shows a kid in high school using, technically advanced for under 13",
https://www.youtube.com/watch?v=g9Fvta7RCrM,irrelevant,Business & Entrepreneurship,"documentary featuring multiple testimonials of people for a sustainability oriented startup, all in french",
https://www.youtube.com/watch?v=WeWt59ViaSE,irrelevant,Home and Lifestyle,ad for a bed that shows mattress features,
https://www.youtube.com/watch?v=-f69srbfzZE,irrelevant,Music & Performance,"shows the making of an african song, with all instrument played and interviews of people",
https://www.youtube.com/watch?v=wv68v_2XSB4,irrelevant,Business & Entrepreneurship,ad for printing company w various printing options,
https://www.youtube.com/watch?v=J5g0B3sfOI8,irrelevant,Software,"ad for ecommerce app, shows multiple things you can buy like cars, accessories etc",
https://www.youtube.com/watch?v=aoaizqRsptc,irrelevant,Fashion,ad fpr shoes with multiple people walking w diff shoes modelled,
https://www.youtube.com/watch?v=1GLo7TbWR2g,irrelevant,Sports & Athletics,"ad for an app of some sort, shows person skateboarding",
https://www.youtube.com/watch?v=BI1vSTb-VzA,inappropriate,Scariness,"trippy music video, scary expressions, no overt inapporpriateness",mild
https://www.youtube.com/watch?v=ls-5Z6IsK3I,irrelevant,Sports & Athletics,"ad for an indoor climbing park, shows various people climbing. marked made for kids but not rlly",
https://www.youtube.com/watch?v=Tr9xWcn2jdI,child directed,Toys,"polly pocket ad, shows its features",
https://www.youtube.com/watch?v=fJXHJoekXV8,irrelevant,Software,"ad for a cloud service, shows its features in illustrative way",
https://www.youtube.com/watch?v=n0MfXP-xJwU,child directed,Non-violent video games,"ad for playstation paw patrol game, shows gameplay",
https://www.youtube.com/watch?v=NS8gVtKHlF0,irrelevant,Education & Learning,"ad for a pets nutrition course, shows people inteeracting w pets",
https://www.youtube.com/watch?v=8Hk-eDwlIvw,irrelevant,Machinery,"ad for printing toner, with a man talking in french about the product",
https://www.youtube.com/watch?v=YddOwinqzGY,inappropriate,Intimacy,"music video for a song w a lot of dancing, some intimacy, can't understand lyrics to deduce appropriateness",mild
https://www.youtube.com/watch?v=y-ulEmn1NFc,child directed,Toys,"toy ad for a set of toy policeman and cars, shows them in action",
https://www.youtube.com/watch?v=6vZzIQlTzVA,inappropriate,Scariness,"very creepy, horror video game showing game walkthrough, w jumpscares",extreme
https://www.youtube.com/watch?v=Q0U2zgipGlw,child directed,Toys,"ad for plush toy, girl explaining it and using",
https://www.youtube.com/watch?v=_BkMz-SieCU,irrelevant,Machinery,"ad for a production house, documentary w a person giving testimonial in french, and touring the facility",
https://www.youtube.com/watch?v=IdTbQwiRT7A,child directed,Non-violent video games,"ad for nintendo switch, shows super mario game",
https://www.youtube.com/watch?v=FkXlV-v7uSs,irrelevant,Software,"ad for a database management software, shows cars speeding",
https://www.youtube.com/watch?v=5XWIusZXsW0,child directed,Toys,ad for. little red riding hood puzzle maze ,
https://www.youtube.com/watch?v=66xN-llcaZQ,irrelevant,Business & Entrepreneurship,"ad for a departmentaal store offering cutlery, storage boxes etc",
,,,,
https://www.youtube.com/watch?v=H4IaloVkfbc,irrelevant,Fashion,shows a model surrounded by different clothes/footwear,
https://www.youtube.com/watch?v=Jz85z2g0Dy0,child directed,Toys,shows kids talking in french about some books,
https://www.youtube.com/watch?v=z-SJEwyKRo0,irrelevant,Software,software about interior design products. shows a couple ordering parts and the parts appearing,
https://www.youtube.com/watch?v=3DWXbIDZfRg,irrelevant,Software,software to protect from ransomware. shows features of the product,
https://www.youtube.com/watch?v=k23XmtlRpqk,irrelevant,Tech & Gadgets,depicts a speaker playing audio on which the model is dancing,
https://www.youtube.com/watch?v=9pGJCXS3i5Q,child directed,Toys,ad about a toy store. shows a family playing with the toys,
https://www.youtube.com/watch?v=zNsgbp21FfY,inaudible,Different Language,music video. While it did not contain any explicit content. Language tamil so could not interpret lyrics,
https://www.youtube.com/watch?v=fOdo1GkzZAk,child directed,Education & Learning,math and story driven ad game. shows an animation of two catoons interacting and playing together,
https://www.youtube.com/watch?v=wfxjuFAvdTM,irrelevant,Finance & Legal,"while in french, the ad shows a testimonial of a woman related to tax management using the service",
https://www.youtube.com/watch?v=34u1sOLrgVo,child directed,Educational Content,ad of an app that promotes e-learning. shows animated characters in a school reluctant to learn but get through using the service,
https://www.youtube.com/watch?v=Hxy0AEktdaQ,irrelevant,Software,ad transition,
https://www.youtube.com/watch?v=0itlxgJCbyE,irrelevant,Parenting & Family,ad about a company that makes furniture specifically for babies,
https://www.youtube.com/watch?v=tqO3affWX9g,irrelevant,Software,ad about file management apis. shows a person coding,
https://www.youtube.com/watch?v=yiYI8AW8Juo,irrelevant,Machinery,"ad showing a testimomy about solar panels. while in french, translating the closed captions show no explicit content",
https://www.youtube.com/watch?v=bN0O7BTSaXA,child directed,Toys,ad showing a girl jumping on a trampoline. ,
https://www.youtube.com/watch?v=r9xAjyyqCHQ,irrelevant,Parenting & Family,shows children exchanging clothes. ad about a clothes company,
https://www.youtube.com/watch?v=LiijunvHHQ8,child directed,Toys,ad about lego based toys and their corresponding videogames,
https://www.youtube.com/watch?v=QxW7vB9HWmU,irrelevant,Education & Learning,ad about a university's mba program. lists advantages,
https://www.youtube.com/watch?v=7bM14r3eP_0,irrelevant,Software,"shows ad about ecoasia, an ad about a search engine that plants trees for searches. ad shows global reach and how they go about their business",
https://www.youtube.com/watch?v=ytxBLEGRh34,irrelevant,Tech & Gadgets,ad about a store that sells consumer technologies. shows women sneaking out to get equipment from the store,
https://www.youtube.com/watch?v=9u0J7rPvXnI,inappropriate,Sexual content,ad showing sexually driven music. not appropriate for children,moderate
https://www.youtube.com/watch?v=rwdLyzYmQDY,irrelevant,Software,"shows ad about ecoasia, an ad about a search engine that plants trees for searches. ad shows global reach and how they go about their business",
https://www.youtube.com/watch?v=VYOIyzA9JD0,inappropriate,Physical Violence,shows a trailer of a movie that is rated pg 13. contains mild violence,mild
https://www.youtube.com/watch?v=4M3co8W1zZ8,irrelevant,Travel & Adventure,video promoting tourism in qubec,
https://www.youtube.com/watch?v=Q0U2zgipGlw,child directed,Toys,ad about plushes. shows kids playing and painting with these plushes,
https://www.youtube.com/watch?v=SpIoK6iXPfE,irrelevant,Machinery,ad about a 3d printing solution for cleaner prints. ad shows how cleanly the structural support comes off,
https://www.youtube.com/watch?v=bQES_F6c7c8,child directed,Educational Content,math and story driven ad game. shows an animation of two catoons interacting and playing together,
https://www.youtube.com/watch?v=ZIlihJvmhVk,irrelevant,Software,ad about file management apis. shows animated character sitting in front of a computer,
https://www.youtube.com/watch?v=LUN9TWbOgXc,irrelevant,Software,"shows ad about ecoasia, an ad about a search engine that plants trees for searches. ad shows global reach and how they go about their business",
https://www.youtube.com/watch?v=ppld4dlZTzI,irrelevant,Finance & Legal,ad about a motor insurance company. shows advantages of the service via a slideshow,
https://www.youtube.com/watch?v=O0nzNip2KjY,irrelevant,Software,ad about a company that makes eye based nfts.,
https://www.youtube.com/watch?v=yhRb6o-8DSY,irrelevant,Software,"shows ad about ecoasia, an ad about a search engine that plants trees for searches. ad shows global reach and how they go about their business",
https://www.youtube.com/watch?v=5_fp6OVrQek,irrelevant,Software,ad about setting up an airbinb,
https://www.youtube.com/watch?v=3TycVod42zQ,child directed,DIY & Arts and Crafts,ad showing diy content in making dollhouses for characters,
https://www.youtube.com/watch?v=gTQddBYiHOM,irrelevant,Software,ad about a software to help learn coding. shows some features of the app,
https://www.youtube.com/watch?v=2yQ7JnrdO5A,child directed,Cartoons,shows an ad about an animated girl and a kitten eating an icecream. has a netflix banner indicating it is a netflix show,
https://www.youtube.com/watch?v=GsOh-Kvy6pE,irrelevant,Software,ad about setting up an airbinb,
https://www.youtube.com/watch?v=7LzSw5cHSfs,inappropriate,Physical Violence,ad about the tv show mandilorian. has mild violence and fighting,mild
https://www.youtube.com/watch?v=d5WnunFXMBU,irrelevant,Travel & Adventure,shows an ad about an exibition at a museum about natural history. could also be child directed but no direct hint,
https://www.youtube.com/watch?v=LXDLd1LKq7g,child directed,Toys,shows kids talking in french about some books,
https://www.youtube.com/watch?v=TWsambmmUxs,irrelevant,Tech & Gadgets,shows a walkthrough of a hardware digital key,
https://www.youtube.com/watch?v=HV6N6IKBJ9M,irrelevant,Software,app that allows people to plan and manage events. ad shows walkthorugh of its functionality,
https://www.youtube.com/watch?v=oNQTXw-zMag,irrelevant,Software,app shows a woman using pinterest on opera browser,
https://www.youtube.com/watch?v=k2AWuvxP1sQ,irrelevant,Software,software about digital security. shows features about the application,
https://www.youtube.com/watch?v=L3p74HLw_8M,irrelevant,Software,app about a software. unclear as to what it aims at,
https://www.youtube.com/watch?v=7rgkHKmUPGE,irrelevant,Travel & Adventure,shows people exploring a remote scene. does contain a couple kissing but can be passed as appropriate in this countries context,
https://www.youtube.com/watch?v=kYG3qryo9sw,irrelevant,Software,app about a furniture management software,
https://www.youtube.com/watch?v=3oynCski7Ns,irrelevant,Travel & Adventure,ad promoting tourism at a resort. contains people drinking what seems like alcohol but not clear,
https://www.youtube.com/watch?v=a5pQPgoNP7Y,inaudible,Different Language,ad about a service. unclear as to what is written,
https://www.youtube.com/watch?v=FgmZUfDFk1Y,irrelevant,Software,airbnb software ad for ease of tourism. Aimed at adults,
