Video Link,Primary Tag,Secondary Tag,Rating,Description
nxsgvdqhMJk,irrelevant,Personal Development,,Ad for over 50s organization AARP
TxLrHB0Ogas,irrelevant,Gaming & Entertainment,,Ad for a vlog showing two people discussing a 12h long ad
brGcBfpqLSs,inappropriate,Death,moderate,ad for a music video showing a dead person lying in the start
Vdr4_LDtCss,inappropriate,Display of weapons,Extreme,ad for a music video displaying various guns and drug deals
FnfyZyXdjFY,irrelevant,Finance & Legal,,Ad for a gold refining company and its assets
MiNZLkGhEOE,inappropriate,Intimacy,Mild,Indian song with a romantic undertone
PfB8vsFm2Qk,inappropriate,"Drinking, drugs, smoking",Moderate,Ad of a music video of a party in which people were drinking
Ez7AZWa_hfw,inappropriate,Intimacy,Mild,song with the video showing intimate contact
1syUmlPYvdA,inappropriate,"Drinking, drugs, smoking",Moderate,Ad showing a band performing live. Lyrics contain references to alcohol use
lVEiZUq5dow,inaudible,Different Language,,Ad showing a live performance. In different language so cannot interpret lyrics
AtDwRIp91tc,irrelevant,Business & Entrepreneurship,,ad for a business expo where small business can meet
0-671kdnP5c,irrelevant,Tech & Gadgets,,Ad for a smartphone lineup being explained by a man (honor phones)
NRk2CH0gIeI,irrelevant,Machinery,,Ad for telecommunication infrastructure
cAMHx-m9oh8,inappropriate,Intimacy,Mild,song with the video showing intimate contact
Q4A13weeYNc,excluded,,,video violated youtubes terms
6S4fZ7atjp0,inappropriate,Intimacy,Mild,Ad showing a band performing live.Lyrics have an intimate connotation
UNk8YilXVQc,irrelevant,Tech & Gadgets,,Ad showing an unboxing of a smartphone by honor
fOdo1GkzZAk,child directed,Educational Content,,ad about a Math and logic based visual game.  Contained no monetary information
EfFuL8XEn-Y,irrelevant,Sports & Athletics,,Ad shows a person boxing with a punching bag and a city. unclear what ad is about
0p0Ip9K09B4,inappropriate,"Drinking, drugs, smoking",Moderate,Ad of a punjabi song. Contains use of alcohol
fZfOEBQsJpc,inappropriate,Fight sports,Mild,ad shows a short movie. contains scenes of fighting with wooden swords.
DeiFjs7gFyY,inappropriate,"Drinking, drugs, smoking",Moderate,Ad shows a trailer of a moive. An old man is smoking in a couple of scenes
rBy7zFDDspM,irrelevant,Autos & Vehicles,,Ad of a vlog showing different auto parts
AE9BTVpyuuQ,inappropriate,Display of weapons,Moderate,Ad based on historical arab culture's music. Shows people swinging around swords
drvkOz-2bDY,inappropriate,Intimacy,Moderate,Ad of an indian music video with themes of intimacy
WhQfqd5WpE0,inappropriate,Intimacy,Moderate,Ad of an indian music video with themes of intimacy
u9PcmUSr3TQ,irrelevant,Tech & Gadgets,,Ad for deals on TVs 
3iVNxOrrtLw,inappropriate,Sexual content,Extreme,Ad shows a music video in which there is a drawing of two women engaged in a sexual act
SswRvbJlmCQ,inaudible,Different Language,,Ad of a lyric video but audio in spanish/portugese so cannot interpret
zpjtz3wCWnQ,inappropriate,Display of weapons,Extreme,"Ad of a punjabi song which shows themes of gangs, weapons and death"
nNydFpDWY6k,child directed,Poems/Songs/Nursery Rhymes/Music,,Ad of a child singing of his dreams
n4VmTxvEedo,inaudible,Different Language,,Ad of a music video but audio in spanish/portugese so cannot interpret
Fe0Yn8O5kNw,inappropriate,Intimacy,Mild,Indian song with a romantic undertone
524IYIf07EE,irrelevant,Music & Performance,,Ad showing the behind the scenes of an indian music video's production
nOxZiav_pv8,child directed,Educational Content,,ad about a Math and logic based visual game.  Contained no monetary information
3S13NGzXhj4,irrelevant,Software,,App for a logistics transport company
1dtzSRlfBDk,child directed,Educational Content,,ad about a Math and logic based visual game.  Contained no monetary information
7JRAwn40q_0,inappropriate,Offensive language,Extreme,Ad of a music video. Song has references to drug use and alcohol
OmPQSY_IbJw,child directed,Cartoons,,Ad for a bear cartoon which goes over self care habits. Aimed for kids
59JHu2voGZM,irrelevant,Music & Performance,,A music video with an animated 3d man walking. song about not being alone
gJY0MyGDru8,inappropriate,Offensive language,Extreme,Ad of a music video. Song has explicit lyrics
Qf6mnCY2pKk,irrelevant,Sports & Athletics,,Ad shows a person boxing with a punching bag and a city. unclear what ad is about
JKXAX40agNM,irrelevant,Software,,Ad transition
MISqtaNt1vg,inappropriate,"Drinking, drugs, smoking",Extreme,Ad for a korean musician. Ad shows scenes of smoking not appropriate for children
tDKWhvlUmA4,irrelevant,Nature & Environment,,Ad showing off a countryside
4HtoyJ68Pro,inaudible,Different Language,,ad shows photo drawings of a family. Audio is inaudible to make sense of the context
ndAW3VgSdb4,inaudible,Different Language,,Ad showing a band performing live. In spanish so cannot interpret lyrics
tiOk6kAjlJs,inappropriate,Intimacy,Mild,Indian Song with underlying themes of intimacy
M5tAkwK_FgY,inappropriate,Intimacy,Mild,Indian Song with underlying themes of intimacy
2fp25a5eoVM,irrelevant,Tech & Gadgets,,Ad for a smartphone lineup being explained by a man (honor phones)
3hJawHSCqfg,irrelevant,Music & Performance,,"music by will.i.am, Lil Wayne on formula cars. No inappropriate lyrics and rated safe according to spotify"
FbH_LCxiIVM,irrelevant,Machinery,,ad showing the operation of a cnc milling machine
CnZjeTc1ps0,irrelevant,Software,,Ad for a website for automobile sale. shows a man in a music studio saying ok
c0JoY05GDww,irrelevant,Music & Performance,,Ad for a long playlist of beats. No lyrics and photo is of a cartoon
639ATgYAP0g,irrelevant,Fashion,,Ad showing off a jewelery lineup
eB969B8OQFc,inappropriate,Intimacy,Mild,song with the video showing intimate contact
4gPJcamEUpE,inappropriate,Sexual content,Extreme,Ad shows a music video in which there is a drawing of two women engaged in a sexual act
wiCoUwtw7l4,inappropriate,Scariness,Moderate,Ad of a music video showing a distressed women crying. Can be hard to watch for children
3vkgNy8mgwE,inappropriate,"Drinking, drugs, smoking",Extreme,Ad showing a music video in a brewery with people openly consuming large amounts of alcohol
P-hCNCUT_gU,irrelevant,Fashion,,Ad for fashionable nurse/doctors overalls and uniforms
oJOKRI3ThwA,inappropriate,Sexual content,Extreme,Ad showing a woman wearing inappropriate clothes and acting sensually
TjxskTJd9eM,irrelevant,Software,,Ad shows a walkthrough of an app that can be used to rent out robotics equipment
97C4VnI0oXc,irrelevant,Sports & Athletics,,Ad shows a person boxing with a punching bag and a city. unclear what ad is about
LU1wQ9xP2dI,irrelevant,Music & Performance,,Ad of a spanish song. Lyrics look fine
vnoIflFPx_E,inaudible,Different Language,,Ad of a korean song. No translate available so cannot tell appropriateness
34u1sOLrgVo,child directed,Educational Content,,ad about a Math and logic based visual game.  Contained no monetary information
Ws3V7A6gepA,irrelevant,Tech & Gadgets,,Ad for a smartphone lineup being explained by a man (honor phones)
PX6n0upPVoA,inappropriate,Scariness,Extreme,"Indian music video. Video contains blood and gore, Stressful scenes and scenes involving death. "
XinhiEXV3UE,child directed,Storytelling,,Ad of a vlog of siblings playing with each other
66xsCTz7Luo,inappropriate,Intimacy,Mild,Song with intimate lyrics/contact
