Video Link,Primary Tag,Secondary Tag,Rating,Description
https://youtube.com/watch?v=BLWDuLrCHxU,inappropriate,Intimacy,Mild,lyric video but picture a bit sus
https://youtube.com/watch?v=6aHD_E8YfxE,irrelevant,Finance & Legal,,ad for people's bank of morocco but showing sportsman
https://youtube.com/watch?v=TrfdONdAC0U,irrelevant,Travel & Adventure,,ad for ibis hotel
https://youtube.com/watch?v=-5n4A0ahSPc,irrelevant,Parenting & Family,,bristish council ads aimed towards parents
https://youtube.com/watch?v=Vdr4_LDtCss,inappropriate,"Drinking, drugs, smoking",Extreme,"guns, drugs, smoking, shooting, violence"
https://youtube.com/watch?v=Aimd6ZOY3m0,irrelevant,Travel & Adventure,,song dedicated to Indian navy officer
https://youtube.com/watch?v=QJFc44JQO90,irrelevant,Business & Entrepreneurship,,Unlock more opportunities with our new container shipping routes with Twill
https://youtube.com/watch?v=nOxZiav_pv8,child directed,Educational Content,,Adapted mind math game
https://youtube.com/watch?v=Mw6ytQMQGNI,inappropriate,"Drinking, drugs, smoking",Extreme,"offensive word at start, alcohol, breaking glass bottle, gun, smoking"
https://youtube.com/watch?v=1dtzSRlfBDk,child directed,Educational Content,,Incentives Ad (Monster House) All Pets Desktop
https://youtube.com/watch?v=kl_KL4YVTmo,irrelevant,Parenting & Family,,Costway Au - Soft and Safe Baby Essentials
https://youtube.com/watch?v=EWIchJ39uK8,irrelevant,Finance & Legal,,ad for apartments
https://youtube.com/watch?v=ZelVyOCWqAU,inappropriate,Intimacy,Mild,"Hanji Kaun (Official Video) | Davinder Dhillon, Black Virus | Harj Maan | Latest Punjabi Songs 2023 -> physical intimacy"
https://youtube.com/watch?v=8zIQ9PKYWDE,irrelevant,Finance & Legal,,health insurance
https://youtube.com/watch?v=wg1L1-plA9A,irrelevant,Finance & Legal,,home rentals online
https://youtube.com/watch?v=1rAgIaxYm3A,irrelevant,Music & Performance,,Nawal El Zoghbi - Rayto [Official Music Video] (2023)
https://youtube.com/watch?v=TITlnP1wz-s,child directed,Family friendly gaming,,ad for lego nintendo switch game
https://youtube.com/watch?v=4uEZzOMBbus,inappropriate,Offensive language,Extreme,Lil Pump - I Don't Mind (bad words!!)
https://youtube.com/watch?v=OqOoSEgMrNM,irrelevant,Finance & Legal,,Cashplus banking app
https://youtube.com/watch?v=LQYoreruLIU,inaudible,Different Language,,french rap
https://youtube.com/watch?v=KjK06CxurgA,inappropriate,Death,Extreme,"indian movie trailer, attempted suicide, death, dead bodies (covered)"
https://youtube.com/watch?v=qbJrszYEi6U,irrelevant,Food and Cooking,,ad for tea?
https://youtube.com/watch?v=YiRty0R6vag,irrelevant,Sports & Athletics,,korean horse riding
https://youtube.com/watch?v=Eq1wBOY25ak,irrelevant,Education & Learning,,Summer Internship Program for Engineering Students
https://youtube.com/watch?v=b1_CCtZEKT0,irrelevant,Finance & Legal,,mastercard ad featuring messi
https://youtube.com/watch?v=sGPXOd9kKP4,irrelevant,Education & Learning,,"This video is part of the Battle-Tested Mocap Animation Training, please access the full training courses. Foot stabilizing animation"
https://youtube.com/watch?v=vz7Spp8E2Mo,inaudible,Different Language,,Sako - VROOM Feat. Arzoo (Clip officiel)
https://youtube.com/watch?v=UKToKw5fLyA,irrelevant,Gaming & Entertainment,,"random short animation, communism symbol"
https://youtube.com/watch?v=Q4LQi6Vp13k,irrelevant,Sports & Athletics,,man training with personal trainer
https://youtube.com/watch?v=6e-PaAe5mOg,inappropriate,Scariness,Mild,"Title: Cartoon animation short movie, weird sound and dying noise"
https://youtube.com/watch?v=GNjwqUcajNg,irrelevant,Gaming & Entertainment,,YouTube Premium Evergreen
https://youtube.com/watch?v=SMVfsCiguRo,inappropriate,Intimacy,Moderate,"tamil mv, couple"
https://youtube.com/watch?v=fysVod7eanc,inappropriate,Intimacy,Extreme,music video
https://youtube.com/watch?v=AE9BTVpyuuQ,inappropriate,Self-harm & Suicide,Moderate,"arabic mv, display of weapons, bloof"
https://youtube.com/watch?v=UK28Xu31_3M,irrelevant,Music & Performance,,arbic mv - video ok
https://youtube.com/watch?v=r7dBuZKS7X4,inappropriate,Display of weapons,Extreme,"shooting a person, weapons, death"
https://youtube.com/watch?v=Fe0Yn8O5kNw,inappropriate,Intimacy,Moderate,"Beirada - Tabish Pasha | Fahmaan Khan | Hiba Nawab | Official Video -> physical intimacy, video about anxiety tho"
https://youtube.com/watch?v=EQcGp4gbo7U,inaudible,Music & Performance,,Audio song french
https://youtube.com/watch?v=4QtUgqup_CY,inaudible,Music & Performance,,Arbic lyric video
https://youtube.com/watch?v=oo9I8tToBHM,irrelevant,Home and Office,,marjanemall app - shopping for home decor like lamp
https://youtube.com/watch?v=PVjp81-Z2kw,inappropriate,"Drinking, drugs, smoking",,"physical intimacy, smoking a joint"
https://youtube.com/watch?v=Y7TNd_Z2edY,irrelevant,Finance & Legal,,finance business
https://youtube.com/watch?v=cAMHx-m9oh8,inappropriate,"Drinking, drugs, smoking",Moderate,"physical intimacy, interpersonal violence, drinking - akhsay kumar mv"
https://youtube.com/watch?v=quMf7BSW37g,inaudible,Different Language,,Walid Al Jilani - Bi Kefak | Lyrics Video 2023 | وليد الجيلاني - بكيفك
https://youtube.com/watch?v=RButl2TvCPQ,inaudible,Different Language,,arabic lyric video
https://youtube.com/watch?v=Ye5exW5pP1k,irrelevant,Fashion,,ad for wallet
https://youtube.com/watch?v=eoq-jPn6quQ,irrelevant,Finance & Legal,,mastercard ad featuring messi
https://youtube.com/watch?v=vd7HYCY5B_U,irrelevant,Parenting & Family,,ad for a nursery
https://youtube.com/watch?v=M-3zDaqW45Y,irrelevant,Music & Performance,,turkish mv - video ok
https://youtube.com/watch?v=KmFEk-EdEN8,irrelevant,Food and Cooking,,ad for green tea
https://youtube.com/watch?v=POzry-eNtgk,inappropriate,Intimacy,Mild,Love You (Official Music Video) D Dil | Tonne
https://youtube.com/watch?v=c0JoY05GDww,irrelevant,Music & Performance,,punjabi mv
https://youtube.com/watch?v=IkyTgjWS484,irrelevant,Home and Office,,minimalist furniture
https://youtube.com/watch?v=CWmVhmT5bgQ,irrelevant,Gaming & Entertainment,,short animation
https://youtube.com/watch?v=owfKZ7CVw9s,inappropriate,Inappropriate Clothing,Moderate,"boxing, fire, inappropriate clothing, sensual dance"
https://youtube.com/watch?v=d8RE4869Bgk,irrelevant,Parenting & Family,,book gift box for mother's day
https://youtube.com/watch?v=hHF-FRKOmmY,irrelevant,Machinery,,Good Quality CNC Machine Supplier -- China CHENcan CNC
https://youtube.com/watch?v=gEox--IdjXU,child directed,Play and Adventure,,The Little Explorer - short film [ ALL SHOT in SAMSUNG J6 ] only with SMARTPHONE
https://youtube.com/watch?v=TW0-4uEUp_A,irrelevant,Art & Design,,castle fine art - idk art of funko pops
https://youtube.com/watch?v=BPI_NYvo1cs,inaudible,Different Language,,arabic lyric video
https://youtube.com/watch?v=fOdo1GkzZAk,child directed,Educational Content,,Adapted mind math game
https://youtube.com/watch?v=E8AkFNlbE0g,child directed,Family friendly gaming,,ad for minecraft app
https://youtube.com/watch?v=WnSA6VYDJio,irrelevant,Software,,"Reallusion Inc., a 2D and 3D character generation and animation tools company that specializes in real time cinematic animation, virtual production, and motion capture tools.  Reallusion is a platform to connect professional animation technologies, industry partners, and content developers for character creation, motion capture and digital human solutions that balance quick production with quality results."
https://youtube.com/watch?v=W-Ardr2Oeu8,irrelevant,Music & Performance,,"[MV] 예은 (YEEUN) ""Cherry Coke"""
https://youtube.com/watch?v=mFrGybls16s,irrelevant,Finance & Legal,,   THE LLOYDS BANK BRITISH BUSINESS EXCELLENCE AWARDS 2022
https://youtube.com/watch?v=lhSlJkAobkE,child directed,Health and Hygiene for Kids,,colgate ad
https://youtube.com/watch?v=Y-v1BLPUvSg,irrelevant,Gaming & Entertainment,,youtube premium podcast
https://youtube.com/watch?v=DyIMb0oO8Qw,child directed,Poems/Songs/Nursery Rhymes/Music,,ad for Bimi Boo - Kids Songs for Learning youtube channel
https://youtube.com/watch?v=92gnFsTBcnk,inappropriate,Sexual content,Moderate,Inni Ravil Video Song
https://youtube.com/watch?v=BbXwQ48r5SQ,irrelevant,Music & Performance,,punjabi mv but ok
https://youtube.com/watch?v=jQpdJar4qrI,irrelevant,Education & Learning,,Programs for video game development
https://youtube.com/watch?v=JUo8SAJXS_I,inappropriate,Intimacy,Extreme,arabic mv - bride and groom
https://youtube.com/watch?v=ElLBw-diCts,irrelevant,Software,,"Meet “Susan”, a Realistic Digital Human with Dynamic Wrinkles | Character Creator & iClone"
https://youtube.com/watch?v=83zGfs112zU,irrelevant,Sports & Athletics,,ad for sports podcast
https://youtube.com/watch?v=8PGC6MtIgbI,irrelevant,Nature & Environment,,two lions walking
https://youtube.com/watch?v=76oSfEFcOH0,irrelevant,Gaming & Entertainment,,YouTube Premium Armadillo Offline Drums 
https://youtube.com/watch?v=9ZpbadFMqLo,inaudible,Different Language,,Najwa Karam - Zaalak Saab | Lyrics Video 2023
https://youtube.com/watch?v=nAPMfJsZ_Zw,irrelevant,Music & Performance,,arabic mv
https://youtube.com/watch?v=aVSM5qeIyPs,irrelevant,Gaming & Entertainment,,"The Sandbox (https://www.sandbox.game) is building a unique virtual world where players can build, own, and monetize their gaming experiences using NFTs (non-fungible tokens) and"
https://youtube.com/watch?v=DP163sGCZ9o,irrelevant,Tech & Gadgets,,Magnetic Plating Transparent® Soft Shell Case Cover For iPhone.
https://youtube.com/watch?v=0I5z4YcjBTU,irrelevant,Software,,"ad for xpression camera, app which lets you choose an imag and make expressions in the form of the character"
https://youtube.com/watch?v=XinhiEXV3UE,child directed,Toys,,video on a kids channel which is an ad for elmer squishy toys
https://youtube.com/watch?v=_ZX6PT3vFnM,irrelevant,Home and Office,,"ad showing home appliances like dishwasher, blender, dridge, hair dryer, robot vauum cleaner"
https://youtube.com/watch?v=zNt0yispEhM,child directed,Toys,,ad for toys on marjanemall shopiing app
https://youtube.com/watch?v=YT4Xgnuj9nU,irrelevant,Autos & Vehicles,,Ad for windshield cover
https://youtube.com/watch?v=1q-l3Y2_szk,irrelevant,Tech & Gadgets,,Portable ssd ad
https://youtube.com/watch?v=8wYSPQp8jNQ,child directed,Storytelling,,Adapted mind reading
https://youtube.com/watch?v=eq_7wqMobFs,irrelevant,Tech & Gadgets,,Orange Maroc eSim ad
https://youtube.com/watch?v=XQRKPcDXv-g,inaudible,Different Language,,Arabic lyric video
https://youtube.com/watch?v=G8iRbdh8kLw,inappropriate,Intimacy,Moderate,"kissing, man drinking and driving, physical intimacy"
https://youtube.com/watch?v=xbmDg5mnaps,inappropriate,Scariness,Extreme,"plane dropping bomb, big explosion, physical violence, death, display of violence"
https://youtube.com/watch?v=z2E2MUYzqIc,irrelevant,Tech & Gadgets,,"Orange is one of the world's leading telecommunications operators, present in 29 countries and offering ICT services to businesses in 220 countries and territories."
https://youtube.com/watch?v=5R2SAzJvlY8,irrelevant,Machinery,,ad for sprinklers or sumthn
https://youtube.com/watch?v=k3IUJICf5io,irrelevant,Education & Learning,,Al Akhawayn University Get Inspired
https://youtube.com/watch?v=QVV1tWgcBhg,irrelevant,Music & Performance,,"Wizkid, Burna Boy, Rema, Afrobeat Type Beat (""sinahi"")"
https://youtube.com/watch?v=rc38wzEUPx4,inappropriate,Display of weapons,Moderate,punjabi mv: guns
https://youtube.com/watch?v=iSUSSjw3RVc,irrelevant,Music & Performance,,kpop mv: MIJOO (미주) _ Movie Star
https://youtube.com/watch?v=A2ajy4iu9xE,child directed,Poems/Songs/Nursery Rhymes/Music,,Achoo - Children's Song about Having a Cold - Brumosaurus
https://youtube.com/watch?v=YORkUx3pvrk,irrelevant,Sports & Athletics,,"clips of random sports, roller skating, boxing"
https://youtube.com/watch?v=oJOKRI3ThwA,inappropriate,Inappropriate Clothing,Extreme,indian music video
https://youtube.com/watch?v=7J7EvR-oVaI,irrelevant,Education & Learning,,Walkthorugh/tutorial of building 3d animal (ostrich) in blender
https://youtube.com/watch?v=ElIpFUXHc4o,irrelevant,Tech & Gadgets,,gadget for repelling mosquitoes
https://youtube.com/watch?v=TZNRLDrwtI8,inappropriate,Intimacy,Mild,"punjabi mv - couple shown, very mild intimacy"
https://youtube.com/watch?v=-I0Yj7NLxu0,irrelevant,Music & Performance,,kpo mv: ATBO next to me
https://youtube.com/watch?v=22MsgCr-yX8,irrelevant,Finance & Legal,,"come live in nicosia, invest in real estate - russian ad"
https://youtube.com/watch?v=p6JzJ6u1BdE,irrelevant,Food and Cooking,,Glace/sorbet recipe
https://youtube.com/watch?v=T2RKzleM_8E,irrelevant,Music & Performance,,"arabic song lyrics, lady doing weird sort of movement "
https://youtube.com/watch?v=bUltXkQt5gM,inappropriate,Intimacy,Extreme,physical intimacy - arabic mv showing couple
https://youtube.com/watch?v=gcY2wVhhX7Y,irrelevant,Music & Performance,,[BE ORIGINAL] The Wind(더윈드) 'ISLAND' (4K) - studio choom performance
https://youtube.com/watch?v=0Ahim5aJmp8,irrelevant,Music & Performance,,kpop mv: YOUNITE 'WATERFALL' M/V
https://youtube.com/watch?v=Huhc_1ykWOc,irrelevant,Tech & Gadgets,,Portable bluetooth speaker
https://youtube.com/watch?v=DsJMtL39IXQ,irrelevant,Gaming & Entertainment,,Youtube premium ad showing yoga
https://youtube.com/watch?v=Tdav_OW1nBs,child directed,Family friendly gaming,,"ad for bubby  Boys TV youtube channel -> This is your one stop shop for family fun. On Today's video we are looking back at some of our favorite videos in our first year on youtube. On our channel we make videos that include Gaming, Vlog Skits, Toy Reviews, Cool Science and much more!! Subscribe and join the bubby boy team as we continue to grow and provide content you can enjoy!!"
https://youtube.com/watch?v=DXs6JcFv1Os,irrelevant,Software,,All Premium Wordpress Plugins & Themes $4.49
https://youtube.com/watch?v=rdBQppORntU,child directed,Play and Adventure,,"Ad for movenpik hotel showing kids playing, decoarting easter eggs etc, fun family time"
https://youtube.com/watch?v=PX6n0upPVoA,inappropriate,Scariness,Extreme,"death, blood - indian mv"
https://youtube.com/watch?v=O8D_fMQiN48,irrelevant,Machinery,,"Monitor Sensors, Clear Codes, Increase Power & Fuel Economy, All With One Easy To Use Tool"
https://youtube.com/watch?v=W-QRLo4fFw0,irrelevant,Tech & Gadgets,,gadget for repelling mosquitoes
https://youtube.com/watch?v=kBqrf1LvpPo,inappropriate,Inappropriate Clothing,Extreme,punjabi mv - shirtless man
https://youtube.com/watch?v=BXGozbc8RN8,irrelevant,Music & Performance,,Pyaar Huaa 2.0 (Studio Version) |Himesh Ke Dil Se The Album
https://www.youtube.com/watch?v=ob-zL0He5-Y,irrelevant,Gaming & Entertainment,,El Jadida Horse Show 2022
https://www.youtube.com/watch?v=9jZdynsIacQ,irrelevant,Business & Entrepreneurship,,discussions about startups
