Video Link,Primary Tag,Secondary Tag,Rating,Description
HHLyLhaLybE,irrelevant,Software,-,ad pertains to amazon prime video
c0JoY05GDww,irrelevant,Music & Performance,-,ad pertains to a  Punjabi music video
GW5kGGbXDrc,irrelevant,Autos & Vehicles,-,ad pertains to heavy trailers 
gE6ohsQdiyk,irrelevant,Fashion,-,ad pertains to linen clothes
CjVaMGx97qQ,inappropriate,"Drinking, drugs, smoking",mild,ad pertains to medical cannabis
-8hb56xP_Z8,irrelevant,Education & Learning,-,ad pertains to 3 years of applied science education for becioming a horse ferrier
xsJoxAm31nQ,irrelevant,Autos & Vehicles,-,ad pertains to dingy equipment 
H4KUH9keX3Y,irrelevant,Software,-,ad pertains to a smart checkout system for businesses
rFgBGGMv1kE,irrelevant,Autos & Vehicles,-,ad pertains to BMW Motorrad
l8_JVbBQGi8,irrelevant,Autos & Vehicles,-,ad pertains to an offroading channel that reviews offroading vehicles
uUiNpIctGow,irrelevant,Fashion,-,ad pertains to summer dresses for women
BXGXV5N1eKE,irrelevant,Autos & Vehicles,-,ad pertains to an offroading channel that reviews offroading vehicles
3yqLnwf2ORE,irrelevant,Tech & Gadgets,-,ad perttians to a roomba
Afb1c6vDkmw,irrelevant,Business & Entrepreneurship,-,ad pertains to a store for buying musical instruments
cwcgn1MMMOk,child directed,Toys,-,ad pertains to LEGO disney toys
qXciDz26gZQ,irrelevant,Business & Entrepreneurship,-,ad pertains to a car rental company
AO-PQu2uoGQ,irrelevant,Software,-,ad pertains to a tool for ecommerce analytics
88by4J-ufTY,irrelevant,Music & Performance,-,ad pertains to a KPOP dance performance
ayamCB0kINw,irrelevant,Home and Lifestyle,-,ad pertains to a lifetype vlog; in a different language
hPU9FY0DATI,irrelevant,Software,-,ad pertains to Aircall for business use
nOxZiav_pv8,child directed,Educational Content,-,ad pertains to AdaptedMind's game for teaching math
qBq83xuwq4U,irrelevant,Health and Wellness,-,"ad pertains to Dr Smile, which seems like a dentistry organization"
IXf-qkSRER4,irrelevant,Travel & Adventure,-,ad pertains to a company that offers cruises 
8N_kmGoROQQ,excluded,,-,video unavailable
pNNEnG7yDjo,irrelevant,Education & Learning,-,ad pertains to Data Centric Engineering
PK4YNR7jlsE,irrelevant,Business & Entrepreneurship,-,ad pertains to a  company providing manufacturing feedback on CNC Machining
5zl9griwpHM,irrelevant,Autos & Vehicles,-,ad pertains to Kia Niro Plug in hybrid
jNe1gIKrETg,irrelevant,Software,-,ad pertains to the Western Union app for transferring funds
F4dLefOYUIU,irrelevant,Nature & Environment,-,ad pertains to a fertillizer
BtrXmISKGuk,irrelevant,Home and Lifestyle,-,ad pertains to an EV chargin station for home
AFLRSFqcqiI,irrelevant,Software,-,ad pertains to an ecommerce website
NEjtT-18lwI,irrelevant,Autos & Vehicles,-,ad pertains to the Kia EV6
3pLbcWC12Ow,irrelevant,Fashion,-,ad pertains to a jewellery brand
UuVZrrO3wHc,inappropriate,Intimacy,mild,ad pertians to a music video; inherent romantic dymnamic; some scenes depict physical intimacy; fight between partners is also present
lpD5S3gCDZU,irrelevant,Software,-,ad pertains to black friday deals on an ecommerce site for electronics
qI-Kwgk0hsQ,irrelevant,Business & Entrepreneurship,-,ad pertains to a company focusing on renewable electricity
kpDl6K2uRb8,child directed,Play and Adventure,-,ad pertains to a theme park; shows a cartoon promoting the theme park
2VY2FWTUi-Y,irrelevant,Business & Entrepreneurship,-,ad pertains to a company selling rubber strips
dh33LgiFZtc,irrelevant,Tech & Gadgets,-,ad pertains to MSI laptop 
Zh2mcgM-APM,irrelevant,Autos & Vehicles,-,ad pertains to Kia EV6
3-cAaUy9q5s,irrelevant,Business & Entrepreneurship,-,ad pertians to a  business that supplies competitive industry and warehouse professionals and salespeople
juv7jiH6Buk,irrelevant,Sports & Athletics,-,ad pertains to bicycles by Skeppshultcykeln
0do7UojnECU,irrelevant,Autos & Vehicles,-,ad pertains to a tyre company
EPz4eo2HSbk,irrelevant,Tech & Gadgets,-,ad pertains to mobile subscriptions by Fello
-koeCj6mPVo,child directed,Non-violent video games,-,ad pertains to a LEGO racing game; rated PG7
SznZQ968H78,irrelevant,Autos & Vehicles,-,ad pertains to Nissan cars
ZIlihJvmhVk,irrelevant,Software,-,ad pertains to a file format manipulation API
Cm-FBnVQ5yw,irrelevant,Tech & Gadgets,-,ad pertains to mobile subscriptions by Fello
kiQJIb4dZ5I,child directed,Toys,-,ad pertains to Hasbro's nerf gun toys; rated 6+
H5bXx-L6koA,irrelevant,Autos & Vehicles,-,ad pertains to Nissan cars
KXLgI6h3FQs,irrelevant,Toys,-,ad pertains to Paw Patrol Toys
SHqsuu1i81c,irrelevant,Fashion,-,ad pertains to women's clothes by Almirah
Ml20zvP_uVI,irrelevant,Social Issues & Activism,-,ad pertains to young leaders and their perspectives of sustainable development
kXz2t48t4zo,irrelevant,Science & Technology,-,ad pertains to HBK's general scientific innovations
7K4CDOxK-f8,excluded,,-,video unavailable
u3G5zR3a-XQ,irrelevant,Home and Lifestyle,-,ad pertains to online store for floor heating
EQbT2Usi2iY,irrelevant,Software,-,ad pertains to an online ecommerce site for buying computers 
GqdbqJUYA-E,irrelevant,Business & Entrepreneurship,-,ad pertains to a securtiy alarm company
fOdo1GkzZAk,child directed,Educational Content,-,ad pertains to AdaptedMind's game for teaching math
1G-JMUbv8Os,child directed,Educational Content,-,ad pertains to a kids game called Zcooly; math game
Y4q5vI3pfHE,irrelevant,Fashion,-,ad pertains to Longiness's wrist watches
VUXzKs2jGpw,irrelevant,Software,-,ad pertains to an online shopping website called Boozt.com
x87688smkAA,irrelevant,Cartoons,-,ad pertains to Lego Dreamzzz series
uIpwvHXm0do,irrelevant,Nature & Environment,-,ad pertains to Balcony cultivation by HasselforsGarden
fFtaNMPNv4k,irrelevant,Travel & Adventure,-,ad pertains to a travel agency for summer travelling
k96F2_3WYY8,irrelevant,Autos & Vehicles,-,ad pertains to Mercedes Benz eVito van
3sHJMZhJ9Ow,irrelevant,Autos & Vehicles,-,ad pertains to Glosser car care product
eDbizobB4cY,irrelevant,Software,-,ad pertains to Shopify Plus analytics
5OinM-Qxwhw,irrelevant,Home and Lifestyle,-,ad pertains to  a company selling outdoor appliances and machinery like lawnmowers
-4okerAjycc,irrelevant,Autos & Vehicles,-,ad pertains to wipers for cars
VzLXl_cZjVQ,child directed,Toys,-,ad pertains to Disney LEGO toys
vyn3ErKURCA,irrelevant,Autos & Vehicles,-,ad pertains to BYD's (an automobile company) technology for a greener future
1eZsBXISbTI,irrelevant,Software,-,ad pertains to an app (TheyDo) to help with customer management
atE1zCE23e8,irrelevant,Travel & Adventure,-,ad pertains to Gotland as a travel destination
yoseoGqKc8c,child directed,Play and Adventure,-,"ad pertains to Jump Yard, a trampoline park for kids"
KmdBo7--oqQ,irrelevant,Home and Lifestyle,-, ad pertains to furniture and shelves for industrial workspaces
S_5KRKd1ifo,irrelevant,Software,-,ad pertains to a site for ticket discounts on travel
xACunz5Owuc,irrelevant,Autos & Vehicles,-,ad pertains to a youtube video of an autoexpert (Autoexperten)
Hxy0AEktdaQ,irrelevant,Software,-,ad pertains to an outro transition
PmKJQyA8IoY,irrelevant,Business & Entrepreneurship,-,ad pertains to a company selling rubber strips
e08cYB9K97c,irrelevant,Home and Lifestyle,-,ad pertains to a company that designs workspaces (Gerdmans)
Vh_4s8rY66c,inappropriate,"Drinking, drugs, smoking",moderate,ad pertains to a wine company
MpFx9BWzrJ8,irrelevant,Software,-,ad pertains to a property selling website
ggYOG2-m8Jg,irrelevant,Nature & Environment,-,ad pertains to a flower picking vlog
F_u203QGvWI,irrelevant,Autos & Vehicles,-,ad pertains to Kia's cars
NEliG_wYYic,irrelevant,Finance & Legal,-,ad pertains to IIkano Bank
vXC8d9tfFBY,irrelevant,Fashion,-,ad pertains to Junkyard's clothing
TvCJk1CWiSE,irrelevant,Machinery,-,ad pertains to a Laser cutting machine
yj6HCBFc0Hw,irrelevant,Cooking and Food,-,ad pertains to a food company promoting kindness
rAZ1ky2kzFY,irrelevant,Tech & Gadgets,-,ad pertains to EV charging stations
RTMiACyItPM,inappropriate,Unsuitable Video Games,moderate,ad pertains to minecraft which is rated for kids 10+; the narrator of the video is telling how to get the complete version of the game for free which is otherwise paid and hence might lead kids to try an pirate the game
nGfcfLt3Aro,irrelevant,Home and Lifestyle,-,ad pertains to Chesterfiedl's furrniture
ERNCT_cYCdI,child directed,Cartoons,-,ad pertains to cartoon network;'s cartoon: The heroic quest of the valiant prince Ivandoe
-F5YRmzWY-M,irrelevant,Sports & Athletics,-,ad pertains to bicycles by Skeppshultcykeln
KMfRgxuhTzc,irrelevant,Software,-,"ad pertains to Swish, which is an app for online payments "
OxFvMqEBmpQ,irrelevant,Tech & Gadgets,-,ad pertains to MSI laptops for creators
zlLaQSSV2bk,irrelevant,Fitness & Exercise,-,ad pertains to Zumba 
